slug,url,name,type,tags,cas_no,odour,solvent,synonyms,manufacturer
pyridine-1,https://pellwall.com/products/pyridine-1,Pyridine 1%,liquid,"['amine', 'aroma-chemicals', 'burnt', 'coffee-like', 'fishy', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'meaty', 'molecules', 'putrid', 'smoky', 'sour', 'warm']",['110-86-1'],"['sour', 'smoky', 'warm', 'burnt', 'coffee', 'putrid', 'fishy', 'amine']",Ethanol (dent) to form a 1% solution of pyridine,"['azine', 'aza-benzene', 'piridina', 'pirydyna', 'pyridin']",
oud-maleki,https://pellwall.com/products/oud-maleki,Oud Maleki,liquid,"['ambery', 'animalic', 'aroma-chemicals', 'balsamic', 'blends-and-bases', 'fixatives', 'ingredients-for-perfumery', 'leather', 'liquids', 'oriental', 'oud', 'woody']",[],"['oud', 'animalic', 'woody', 'musky']",,[],Firmenich
octacetal,https://pellwall.com/products/octacetal,Octacetal,liquid,"['aldehydic', 'aroma-chemicals', 'berry', 'citrus', 'floral', 'fresh', 'green', 'ingredients-for-perfumery', 'leafy', 'lemon', 'lime', 'liquids', 'molecules', 'orange', 'ozone', 'rose', 'strawberry', 'violet', 'waxy', 'zesty']",['10022-28-3'],"['citrus-lemon and lime', 'waxy', 'green-leafy', 'floral-rose and violet']",,"['aldehyde C-8 dimethyl acetal', '1,1- dimethoxyoctane', 'octaldehyde dimethyl acetal', 'resedyl acetal']",IFF
melon-accord,https://pellwall.com/products/melon-accord,Melon Accord,,"['bright', 'fresh', 'fruity', 'honeydew', 'melon', 'persistent', 'radiant', 'sweet', 'watery']",[],,,[],
leafy-pyrazine-0-1-in-dpg,https://pellwall.com/products/leafy-pyrazine-0-1-in-dpg,Leafy Pyrazine 0.1% in DPG,liquid,"['aroma-chemicals', 'grass', 'green', 'high-impact-materials', 'ingredients-for-perfumery', 'leafy', 'liquids', 'molecules', 'natural', 'nutty']",['54410-83-2'],,DPG to form a 0.1% solution of leafy pyrazine,"['5-Isobutyl-2,3-dimethylpyrazine']",
kaffir-lime-oil,https://pellwall.com/products/kaffir-lime-oil,Kaffir Lime Oil,liquid,"['citrus', 'clean', 'essential-oils', 'fixatives', 'floral', 'fresh', 'green', 'ingredients-for-perfumery', 'lime', 'liquids', 'natural-ingredients-for-perfumery', 'perfume-like', 'rich', 'rose', 'sweet', 'zanos-collaboration']",['91771-50-5'],,,['Citrus hystrix combava petitgrain'],Payan Bertrand
jasmine-absolute-natural-recreation,https://pellwall.com/products/jasmine-absolute-natural-recreation,Jasmine Absolute Natural Recreation,liquid,"['absolutes', 'blends-and-bases', 'floral', 'indolic', 'ingredients-for-perfumery', 'jasmine', 'liquids', 'natural', 'natural-ingredients-for-perfumery', 'radiant', 'sweet', 'zanos-collaboration']",[],"['jasmine-floral', 'sweet', 'indolic']",,"['Jasmine absolute', 'Jasmine Absolute', 'jasminum grandiflorum absolute Egypt;\xa0jasminum officinale flower extract', 'jasminum officinale Var. Grandiflorum absolut']",Payan Bertrand
honey-signature,https://pellwall.com/products/honey-signature,Honey SigNature,liquid,"['aroma-chemicals', 'blends-and-bases', 'edible', 'honey', 'ingredients-for-perfumery', 'liquids', 'natural', 'sweet']",[],"['honey', 'sweet', 'edible', 'natural']",,[],Firmenich
cis-6-nonenol-1-tec,https://pellwall.com/products/cis-6-nonenol-1-tec,cis-6-Nonenol 1% TEC,liquid,"['aroma-chemicals', 'clean', 'cucumber', 'fresh', 'green', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'melon', 'molecules', 'natural', 'radiant', 'refreshing', 'sweet', 'watermelon', 'watery']",['35854-86-5'],,,"['C6 nonenol', 'cis-6-nonen-1-ol,\xa0melon\xa0alcohol']",
benzophenone-10,https://pellwall.com/products/benzophenone-10,Benzophenone 10%,,"['floral', 'geranium', 'metallic', 'mild', 'powdery', 'rose', 'sweet', 'woody']",['119-61-9'],,,"['diphenylketone', 'diphenylmethanone']",
benzophenone,https://pellwall.com/products/benzophenone,Benzophenone,solid,"['aroma-chemicals', 'fixatives', 'floral', 'geranium', 'ingredients-for-perfumery', 'metallic', 'mild', 'molecules', 'powdery', 'rose', 'solids', 'sweet', 'woody']",['119-61-9'],,,"['diphenylketone', 'diphenylmethanone']",
aldehyde-c12-lauric-10-in-ba,https://pellwall.com/products/aldehyde-c12-lauric-10-in-ba,Aldehyde C12 Lauric 10% in BA,liquid,"['aldehydic', 'aroma-chemicals', 'balsamic', 'citrus', 'clean', 'fatty', 'floral', 'fresh', 'green', 'high-impact-materials', 'ingredients-for-perfumery', 'laundry', 'lily', 'liquids', 'molecules', 'orange', 'soapy', 'violet', 'waxy', 'zesty']",['112-54-9'],,Benzyl Alcohol to form a 10% solution of Lauric Aldehyde,"['Aldehyde C12 Lauric', 'dodecanal', 'Lauric Aldehyde;\xa0Lauryl Aldehyde']",
cis-6-nonenol-10-dpg,https://pellwall.com/products/cis-6-nonenol-10-dpg,cis-6-Nonenol 10% DPG,liquid,"['aroma-chemicals', 'clean', 'cucumber', 'fresh', 'green', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'melon', 'molecules', 'natural', 'radiant', 'refreshing', 'sweet', 'watermelon', 'watery']",['35854-86-5'],"['fresh', 'sweet', 'green-melon', 'honeydew', 'cantaloupe', 'cucumber', 'clean']",,"['C6 nonenol', 'cis-6-nonen-1-ol,\xa0melon\xa0alcohol']",
violet-leaf-absolute,https://pellwall.com/products/violet-leaf-absolute,Violet Leaf Absolute,liquid,"['absolutes', 'floral', 'green', 'ingredients-for-perfumery', 'leafy', 'liquids', 'natural', 'natural-ingredients-for-perfumery', 'violet']",['8024-08-6'],"['green-leafy', 'floral-violet']",,['Viola odorata'],
prenyl-acetate,https://pellwall.com/products/prenyl-acetate,Prenyl Acetate,liquid,"['aroma-chemicals', 'banana', 'bergamot', 'fresh', 'fruity', 'heliotrope', 'ingredients-for-perfumery', 'lavender', 'liquids', 'molecules', 'sweet']",['1191-16-8'],"['sweet', 'fresh-bergamot', 'fruity-banana', 'lavender', 'heliotrope']",,"['3-methylbut-2-enyl acetate', '3-Methylbut-2-en-1-yl acetate', 'Methyl-3 2-Butenyl Acetate', 'vertenol acetate']",
linalyl-cinnamate,https://pellwall.com/products/linalyl-cinnamate,Linalyl Cinnamate,liquid,"['aroma-chemicals', 'balsamic', 'fixatives', 'floral', 'fruity', 'herbaceous', 'ingredients-for-perfumery', 'lily', 'liquids', 'molecules', 'soft', 'sweet']",['78-37-5'],,,"['3,7-Dimethylocat-1,6-dien-3-yl 3-phenylpropenoate']",Givaudan
sinocitril-10,https://pellwall.com/products/sinocitril-10,Sinocitril 10%,liquid,"['aldehydic', 'aroma-chemicals', 'blends-and-bases', 'citrus', 'clean', 'floral', 'fresh', 'ingredients-for-perfumery', 'liquids', 'orange', 'peel', 'radiant', 'sweet', 'tangerine']",[],,Ethanol (denat.) to form a 10% solution of Sinocitril,[],Givaudan
seaweed-absolute,https://pellwall.com/products/seaweed-absolute,Seaweed Absolute,liquid,"['absolutes', 'balsamic', 'dry', 'green', 'herbal', 'ingredients-for-perfumery', 'liquids', 'marine', 'natural-ingredients-for-perfumery', 'phenolic', 'saltwater', 'seaweed', 'woody', 'zanos-collaboration']",['68917-51-1'],,,"['Laminaria digitata absolute', 'Seaweed oil']",Payan Bertrand
pommerol-anther,https://pellwall.com/products/pommerol-anther,Pommerol / Anther,liquid,"['aroma-chemicals', 'chocolate', 'earthy', 'fixatives', 'floral', 'fresh', 'fruity', 'green', 'hyacinth', 'ingredients-for-perfumery', 'lilac', 'liquids', 'molecules', 'natural', 'rose', 'tropical']",['56011-02-0'],"['floral-hyacinth', 'rose', 'fresh', 'earthy-green']",,"['2-(3-methylbutoxy)ethylbenzene', 'iso-Amyl Phenyl Ethyl Ether;\xa0Anther', 'Phenyl Ethyl Iso Amyl Ether', 'Rhodinax']",
montaverdi,https://pellwall.com/products/montaverdi,Montaverdi,liquid,"['aldehydic', 'apple', 'aroma-chemicals', 'floral', 'flower-shop', 'fresh', 'fruity', 'green', 'herbal', 'high-impact-materials', 'ingredients-for-perfumery', 'lavender', 'liquids', 'molecules', 'natural', 'sweet', 'tropical-fruit', 'vegetable']",['188570-78-7'],"['fresh', 'floral', 'fruity', 'green', 'natural', 'aldehydic', 'apple', 'tropical fruit']",,"['Green Cycloproprionate', 'cis-3-Hexenyl cycloproprionate']",IFF
methyl-cinnamate-10,https://pellwall.com/products/methyl-cinnamate-10,Methyl cinnamate 10%,liquid,"['aroma-chemicals', 'balsamic', 'cherry', 'fixatives', 'floral', 'fresh', 'ingredients-for-perfumery', 'labdanum', 'liquids', 'molecules', 'spicy', 'strawberry', 'sweet']",['1754-62-7'],"['balsamic', 'sweet', 'fruity-strawberry', 'fresh']",-Ethanol to form a 10% solution of Methyl Cinnamate,"['methyl cinnamylate;\xa0methyl cinnamate', 'trans', 'methyl-3-phenyl propenoate;\xa0methyl trans-cinnamate']",
lemongrass-oil,https://pellwall.com/products/lemongrass-oil,Lemongrass Oil,liquid,"['aldehydic', 'citrus', 'clean', 'earthy', 'essential-oils', 'fresh', 'fruity', 'grass', 'herbaceous', 'ingredients-for-perfumery', 'lemon', 'liquids', 'natural-ingredients-for-perfumery', 'sharp', 'sweet', 'tea', 'zanos-collaboration']",['8007-02-1'],,,['Cymbopogon citratus and\xa0Cymbopogon\xa0flexuosus'],Payan Bertrand
florantone-t,https://pellwall.com/products/florantone-t,Florantone T,liquid,"['aroma-chemicals', 'dry', 'fixatives', 'floral', 'grape', 'ingredients-for-perfumery', 'liquids', 'molecules', 'neroli', 'orange-blossom', 'rich']",['774-55-0'],,,"['6-acetyl tetralin', 'acetyl tetralin', '1-(5,6,7,8-tetrahydronaphthalen-2-yl)ethanone']",Takasago
vetiver-acetate-java,https://pellwall.com/products/vetiver-acetate-java,Vetiver acetate - Java,liquid,"['aroma-chemicals', 'creamy', 'dry', 'fixatives', 'fresh', 'ingredients-for-perfumery', 'liquids', 'molecules', 'radiant', 'smooth', 'sweet', 'warm', 'woody']",['62563-80-8'],"['sweet-woody', 'creamy', 'fresh', 'dry']",,"['chrysopogon zizanioides extract acetylated;\xa0vertiveryl acetate', 'vetiver extract acetylated;\xa0vetiveryl acetate (ex vetiver java);\xa0vetiveria zizanioides,ext.', 'acetylated']",SAFC
ambro-1,https://pellwall.com/products/ambro-1,Ambrofix,solid,"['amber', 'ambergris', 'aroma-chemicals', 'fixatives', 'ingredients-for-perfumery', 'molecules', 'radiant', 'solids']",['6790-58-5'],,,[],Givaudan
theaspirane,https://pellwall.com/products/theaspirane,Theaspirane,liquid,"['aroma-chemicals', 'berry', 'fresh', 'fruity', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'molecules', 'sharp', 'tea', 'tobacco', 'wet', 'woody']",['36431-72-8'],"['fresh', 'tea-like', 'tobacco', 'woody', 'fruity-berry']",,['Spiroxide'],
parmantheme,https://pellwall.com/products/parmantheme,Parmantheme,liquid,"['aroma-chemicals', 'blends-and-bases', 'floral', 'fresh', 'ingredients-for-perfumery', 'liquids', 'parma-violets', 'sweet', 'violet']","['Parma violets', 'sweet']",,,['Viola odourata recreation'],Firmenich
muscomer-extra-810-p,https://pellwall.com/products/muscomer-extra-810-p,Muscomer Extra 810 P,solid,"['amber', 'aroma-chemicals', 'fixatives', 'floral', 'ingredients-for-perfumery', 'molecules', 'musk', 'musks', 'sandalwood', 'solids', 'sweet']",['26896-48-0'],,,['tricyclodecanedimethanol'],Grau Aromatics
mimosa-absolute-synth,https://pellwall.com/products/mimosa-absolute-synth,Mimosa Absolute Synth,liquid,"['aroma-chemicals', 'blends-and-bases', 'ingredients-for-perfumery', 'liquids', 'mimosa', 'mimosa-absolute']",[],,,['recreation of mimosa absolute'],Firmenich
farnesene,https://pellwall.com/products/farnesene,Farnesene,liquid,"['aroma-chemicals', 'balsamic', 'fixatives', 'floral', 'fresh', 'green', 'herbaceous', 'honey', 'ingredients-for-perfumery', 'liquids', 'molecules', 'sweet', 'warm', 'woody']",['502-61-4'],"['mild', 'green-floral', 'herbacious', 'sweet', 'warm', 'woody']",,"['2,6,10-Trimethyl-2,6,9,11-dodecatetraene', '2,6,10-trimethyl dodeca-2,6,9,11-tetraene']",
diola-at-10,https://pellwall.com/products/diola-at-10,Diola at 10%,liquid,"['aroma-chemicals', 'fruity', 'herbal', 'ingredients-for-perfumery', 'lavender', 'liquids', 'molecules', 'paint', 'sweet']",['4747-07-3'],"['sweet', 'paint-like', 'herbal-lavender', 'slightly fruity']",-Ethanol (denat) to form a 10% solution of Diola,"['1-methoxyhexane', 'methyl hexyl ether']",IFF
delphol-hc,https://pellwall.com/products/delphol-hc,Delphol HC,liquid,"['aroma-chemicals', 'celery', 'clean', 'floral', 'fresh', 'herbal', 'ingredients-for-perfumery', 'jasmine', 'lactonic', 'liquids', 'magnolia', 'molecules', 'peach', 'pear', 'radiant', 'soft', 'sweet', 'tea']",['84560-00-9'],,,"['2-pentyl cyclopentan-1-ol', 'cyclopentol HC']",Firmenich
bisabolol,https://pellwall.com/products/bisabolol,Bisabolol,liquid,"['aroma-chemicals', 'balsamic', 'fixatives', 'floral', 'fresh', 'ingredients-for-perfumery', 'liquids', 'mild', 'molecules', 'peppery', 'sweet']",['515-69-5'],"['floral', 'sweet', 'balsamic']",,"['(2R)-6-methyl-2-[(1R)-4-methyl-1-cyclohex-3-enyl]hept-5-en-2-ol', 'a-bisabolol', 'dragosantol levomenol']",
rootanol-100,https://pellwall.com/products/rootanol-100,Rootanol 100,solid,"['aroma-chemicals', 'damp-soil', 'earthy', 'fixatives', 'fresh', 'ingredients-for-perfumery', 'marine', 'molecules', 'patchouli', 'solids', 'vetiver', 'wet']",['67634-11-1'],,-Ethanol 50%,['patchouli cyclohexanol'],
hydrocinnamaldehyde,https://pellwall.com/products/hydrocinnamaldehyde,Hydrocinnamaldehyde,liquid,"['aldehydic', 'aroma-chemicals', 'dead-leaves', 'floral', 'fresh', 'green', 'ingredients-for-perfumery', 'liquids', 'molecules', 'watery']",['104-53-0'],,,"['3-phenylpropanal;\xa0benzylacetaldehyde;\xa0dihydrocinnamaldehyde;\xa0Phenyl Propyl Aldehyde;\xa0phenyl propionaldehyde;\xa0phenyl propional""']",
eugenol-natural-isolate,https://pellwall.com/products/eugenol-natural-isolate,Eugenol Natural Isolate,liquid,"['allspice', 'aroma-chemicals', 'cinnamon', 'clove', 'dry', 'ingredients-for-perfumery', 'liquids', 'molecules', 'natural-ingredients-for-perfumery', 'natural-isolates', 'phenolic', 'rich', 'spicy', 'sweet', 'woody']",['97-53-0'],,,['2-methoxy-4-prop-2-enylphenol'],
tangeris-givco-212,https://pellwall.com/products/tangeris-givco-212,Tangeris Givco 212,liquid,"['aroma-chemicals', 'blends-and-bases', 'citrus', 'ingredients-for-perfumery', 'liquids', 'orange', 'peel', 'tangerine']",[],,,[],Givaudan
myrrh-coeur-1,https://pellwall.com/products/myrrh-coeur-1,Myrrh Coeur,liquid,"['ambrette', 'aroma-chemicals', 'fixatives', 'fruity', 'ingredients-for-perfumery', 'liquids', 'molecules', 'musk', 'musks', 'pear', 'rich']",['9000-45-7'],,TEC 50%,['commiphora myrrha'],IFF
ambergris-tincture-new-zealand-2,https://pellwall.com/products/ambergris-tincture-new-zealand-2,Ambergris Tincture - New Zealand - 2%,liquid,"['ambergris', 'clean', 'fixatives', 'ingredients-for-perfumery', 'liquids', 'mild', 'natural-ingredients-for-perfumery', 'tinctures']",[],,2%,[],
orange-flower-absolute,https://pellwall.com/products/orange-flower-absolute,Orange Flower Absolute,liquid,"['absolutes', 'amber', 'animalic', 'balsamic', 'fixatives', 'floral', 'green', 'honey', 'ingredients-for-perfumery', 'liquids', 'natural-ingredients-for-perfumery', 'neroli', 'orange-blossom', 'stems']",['8030-28-2'],,,['Citrus aurantium Amara absolute'],
cucumber-alcohol-1-in-tec,https://pellwall.com/products/cucumber-alcohol-1-in-tec,Cucumber Alcohol 1% in TEC,liquid,"['aroma-chemicals', 'clean', 'cucumber', 'floral', 'fresh', 'green', 'herbaceous', 'high-impact-materials', 'ingredients-for-perfumery', 'leafy', 'liquids', 'molecules', 'oily', 'sweet', 'vegetable', 'violet']",['28069-72-9'],"['green-cucumber', 'floral-violet', 'fresh', 'clean']",TEC to form a 1% solution of trans-2-cis-6-nonadienol,"['cucumber alcohol', 'nonadienol', 'violet leaf alcohol']",
vertofix-coeur-iff,https://pellwall.com/products/vertofix-coeur-iff,"Vertofix Coeur (Generic, non-IFF)",liquid,"['amber', 'aroma-chemicals', 'cedar', 'fixatives', 'incense', 'ingredients-for-perfumery', 'leather', 'liquids', 'molecules', 'musk', 'vetiver', 'woody']",['32388-55-9'],,,"['acetyl cedrene', 'MCK', 'lignofix', 'Methyl cedryl ketone', 'Vertofix Coeur', 'Vertofix']",
ethyl-maltol-10-dpg,https://pellwall.com/products/ethyl-maltol-10-dpg,Ethyl maltol 10% DPG,solid,"['aroma-chemicals', 'candy-floss-cotton-candy', 'caramel', 'halloween', 'ingredients-for-perfumery', 'intense', 'jam', 'molecules', 'solids', 'strawberry', 'sugar', 'sweet', 'warm']",['4940-11-8'],,DPG,['2-ethyl-3-hydroxypyran-4-one'],
geosmin,https://pellwall.com/products/geosmin,Geosmin,liquid,"['aroma-chemicals', 'earthy', 'fresh', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'molecules', 'wet']",['23333-91-7'],"['fresh', 'earthy', 'wet']",,"['octahydro-4,8a-dimethyl-4a(2H)-naphthol']",IFF
lyral,https://pellwall.com/products/lyral,Lyral,liquid,"['aldehydic', 'aroma-chemicals', 'fixatives', 'floral', 'ingredients-for-perfumery', 'lily-of-the-valley', 'liquids', 'molecules', 'muguet', 'powdery', 'radiant']",[],"['floral-muguet', 'aldehydic', 'powdery']",,['4-(4-Methy14-h ydroxyamyl )-kyclohexene carboxaldehyde'],IFF
neoproxen,https://pellwall.com/products/neoproxen,Neoproxen,liquid,"['aroma-chemicals', 'citrus', 'green', 'herbal', 'ingredients-for-perfumery', 'liquids', 'molecules']",['122795-41-9'],"['green-herbal', 'citrus']",,"['5-ethyl-2-methoxybicyclo[2.2.1]heptane', 'herbal heptane']",IFF
phenylethyl-formate,https://pellwall.com/products/phenylethyl-formate,Phenylethyl Formate,liquid,"['aroma-chemicals', 'cinnamon', 'fixatives', 'floral', 'foliage', 'green', 'hyacinth', 'ingredients-for-perfumery', 'liquids', 'molecules', 'rose', 'spicy', 'sweet', 'warm']",['104-62-1'],,,['Phenyl ethyl formate'],
l-linalool-ex-basil,https://pellwall.com/products/l-linalool-ex-basil,l-Linalool Ex. Basil,liquid,"['clean', 'essential-oils', 'floral', 'fresh', 'ingredients-for-perfumery', 'linalool', 'liquids', 'natural-ingredients-for-perfumery', 'natural-isolates', 'rosewood', 'spicy']",['126-91-0'],,,"['aevo-linalool', 'l-linalol', 'laevo-linalol,\xa03,7-dimethylocta-1,6-dien-3-ol']",
cis-3-hexenyl-tiglate,https://pellwall.com/products/cis-3-hexenyl-tiglate,cis-3-Hexenyl Tiglate,liquid,"['aroma-chemicals', 'banana', 'earthy', 'floral', 'fresh', 'fruity', 'gardenia', 'green', 'ingredients-for-perfumery', 'liquids', 'molecules', 'mushroom']",['67883-79-8'],,,['(E)-hex-3-enyl] (Z)-2-methylbut-2-enoate'],
alpha-humulene,https://pellwall.com/products/alpha-humulene,alpha-Humulene,liquid,"['aroma-chemicals', 'clove', 'ingredients-for-perfumery', 'liquids', 'molecules', 'oceanic', 'spicy', 'watery', 'woody']",['6753-98-6'],,,"['alpha-Caryophyllene,\xa0(1E,4E,8E)-2,6,6,9-tetramethylcycloundeca-1,4,8-triene']",
tomato-leaf-givco,https://pellwall.com/products/tomato-leaf-givco,Tomato Leaf Givco,liquid,"['aroma-chemicals', 'blends-and-bases', 'fruity', 'green', 'ingredients-for-perfumery', 'liquids', 'tomato', 'tomato-leaf']",[],,,[],Givaudan
tolu-balsam-solid,https://pellwall.com/products/tolu-balsam-solid,Tolu Balsam (solid),solid,"['ambery', 'balsamic', 'cinnamic', 'fixatives', 'fruity', 'ingredients-for-perfumery', 'natural-ingredients-for-perfumery', 'resins-etc', 'solids', 'spicy', 'sweet']",['9000-64-0'],,,['Myroxylon balsamum'],
hindinol,https://pellwall.com/products/hindinol,Hindinol,liquid,"['aroma-chemicals', 'creamy', 'fixatives', 'fresh', 'ingredients-for-perfumery', 'liquids', 'milky', 'molecules', 'natural', 'rich', 'sandalwood', 'woody']",['28219-60-5'],,,"['(R)-2-Methyl-4-(2,2,3-trimethyl-3-cyclopenten-1-yl)-2-buten-1-ol;\xa0laevo sandalmysore core']",Takasago
eucalyptol,https://pellwall.com/products/eucalyptol,Eucalyptol,liquid,"['aroma-chemicals', 'camphoraceous', 'cool', 'eucalyptus', 'fresh', 'herbaceous', 'ingredients-for-perfumery', 'liquids', 'molecules', 'pine', 'refreshing']",['470-82-6'],"['fresh', 'camphoraceous-cool', 'eucalyptus', 'pine']",,"['1,8-Cineole']",
terranol,https://pellwall.com/products/terranol,Terranol,solid,"['aroma-chemicals', 'beetroot', 'camphoraceous', 'damp-soil', 'earthy', 'fixatives', 'fresh', 'green', 'ingredients-for-perfumery', 'liquids', 'molecules', 'moss', 'mossy', 'patchouli', 'radiant', 'solids', 'woody']","['57566-26-4', '88644-30-8']","['fresh', 'green-mossy', 'damp', 'woody', 'beetroot', 'patchouli', 'camphor']","- Ethanol (dent.) 50%,","['1,1,5,5- tetramethyl octahydro-2,4a-methano-naphthalene-8a-ol', 'moss naphthaleneol']",
strawberry-oliffac,https://pellwall.com/products/strawberry-oliffac,Strawberry Oliffac,liquid,"['aroma-chemicals', 'blends-and-bases', 'earthy', 'fruity', 'ingredients-for-perfumery', 'liquids', 'natural', 'radiant', 'rich', 'strawberry', 'sweet']",[],"['strawberry', 'sweet', 'fruity', 'earthy']",,[],IFF
